id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
607556,Landing Page Submission,Direct Traffic,No,No,0,7.0,60,7.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,No
657643,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
621106,API,Google,No,No,0,2.0,1284,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
585388,Landing Page Submission,Organic Search,Yes,No,0,17.0,96,5.67,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
624925,API,Chat,No,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
637163,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,19.0,No
654471,API,Chat,No,No,1,5.0,1387,1.67,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
618866,Landing Page Submission,Direct Traffic,No,No,1,9.0,1242,9.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,Yes
592785,Landing Page Submission,Direct Traffic,No,No,1,3.0,1486,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
645386,Landing Page Submission,Direct Traffic,No,No,0,3.0,212,3.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
621532,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
651281,Landing Page Submission,Direct Traffic,No,No,1,7.0,834,3.5,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
612424,Landing Page Submission,Google,No,No,0,2.0,663,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
579755,API,Organic Search,No,No,0,7.0,142,7.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
655492,Landing Page Submission,Direct Traffic,No,No,0,4.0,1447,4.0,SMS Sent,Operations Management,,No,No,No,No,No,No,14.0,16.0,Yes
581058,API,Google,No,No,1,2.0,187,2.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No
637903,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
658011,Landing Page Submission,Direct Traffic,No,No,0,9.0,307,1.8,Chat Conversation,E-Business,,No,No,No,No,No,No,14.0,18.0,Yes
652084,API,Google,No,No,0,2.0,369,2.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
598301,API,Organic Search,No,No,0,5.0,92,5.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
634310,API,Direct Traffic,No,No,0,17.0,250,4.25,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,15.0,16.0,Yes
585688,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
589233,Landing Page Submission,Organic Search,No,No,1,3.0,301,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
645703,Landing Page Submission,Referral Sites,No,No,1,6.0,1689,6.0,Email Opened,Supply Chain Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes
615968,Landing Page Submission,Google,No,No,0,8.0,68,8.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
581727,Landing Page Submission,Google,No,No,1,6.0,161,1.5,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
616744,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
595294,Landing Page Submission,Direct Traffic,No,No,0,2.0,437,2.0,Email Opened,Hospitality Management,Student,No,No,No,No,No,No,,,Yes
633061,Landing Page Submission,Direct Traffic,No,No,0,3.0,73,3.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
618747,Landing Page Submission,Google,No,No,1,5.0,1125,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
614090,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
617392,API,Google,No,No,0,2.0,858,2.0,Email Opened,,,No,No,No,No,No,No,,,No
590049,Landing Page Submission,Direct Traffic,No,No,0,2.0,243,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,15.0,18.0,Yes
602710,Landing Page Submission,Direct Traffic,No,No,1,3.0,936,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
592740,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
607283,API,Direct Traffic,No,No,1,5.0,970,5.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,,,Yes
633998,Landing Page Submission,Organic Search,No,No,0,8.0,61,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,17.0,Yes
580418,Landing Page Submission,Google,No,No,0,4.0,60,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
643937,API,Chat,No,No,1,3.0,430,1.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
644144,Landing Page Submission,Google,No,No,0,3.0,783,3.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,12.0,18.0,No
593203,Landing Page Submission,Direct Traffic,No,No,1,5.0,282,1.67,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
593790,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
626045,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
600091,Landing Page Submission,Direct Traffic,No,No,0,4.0,77,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
583285,Landing Page Submission,Direct Traffic,No,No,1,2.0,823,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
632216,API,Google,No,No,0,10.0,16,5.0,Email Opened,,,No,No,No,No,No,No,,,No
613541,Landing Page Submission,Direct Traffic,No,No,1,4.0,391,4.0,Page Visited on Website,E-COMMERCE,,No,No,No,No,No,No,,,Yes
599643,Landing Page Submission,Google,No,No,1,7.0,300,1.75,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
599068,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
629557,Landing Page Submission,Google,No,No,1,4.0,391,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
614695,Landing Page Submission,Google,No,No,0,3.0,990,3.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
602359,Landing Page Submission,Direct Traffic,No,No,1,2.0,848,2.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,,,Yes
599119,API,Organic Search,No,No,1,3.0,1358,3.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
651477,API,Google,No,No,1,6.0,305,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
603182,Landing Page Submission,Organic Search,No,No,0,3.0,206,3.0,Converted to Lead,IT Projects Management,,No,No,No,No,No,No,,,Yes
632837,Landing Page Submission,Google,No,No,0,4.0,326,4.0,Email Opened,E-Business,,No,No,No,No,No,No,,,No
607485,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,134,6.0,Page Visited on Website,Operations Management,,No,No,No,No,No,No,,,No
639151,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
590935,Landing Page Submission,Direct Traffic,No,No,0,2.0,1336,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
601151,Landing Page Submission,Direct Traffic,No,No,0,2.0,306,2.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,,,Yes
595743,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
626252,Landing Page Submission,Direct Traffic,No,No,0,4.0,140,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
591031,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,17.0,15.0,No
623975,Landing Page Submission,Direct Traffic,No,No,0,7.0,5,7.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
583118,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,16.0,No
656030,API,Referral Sites,No,No,0,9.0,110,9.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
592334,Landing Page Submission,Direct Traffic,No,No,1,2.0,1386,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
593056,Landing Page Submission,Direct Traffic,No,No,0,8.0,106,8.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
658089,Landing Page Submission,Direct Traffic,No,No,1,1.0,1362,1.0,Unreachable,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,14.0,No
607144,Landing Page Submission,Organic Search,Yes,No,0,4.0,252,4.0,Email Bounced,Finance Management,,No,No,No,No,No,No,,,Yes
651642,API,Organic Search,No,No,0,10.0,65,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
596866,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
653559,Landing Page Submission,Google,No,No,0,3.0,211,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
625683,Landing Page Submission,Google,No,No,0,2.0,1697,2.0,Email Link Clicked,Business Administration,Unemployed,No,No,No,No,No,No,,,No
604469,Landing Page Submission,Organic Search,No,No,1,8.0,931,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
589085,Landing Page Submission,Direct Traffic,Yes,No,1,4.0,279,4.0,Unsubscribed,Business Administration,,No,No,No,No,No,No,16.0,18.0,Yes
617368,Landing Page Submission,Google,No,No,0,4.0,1501,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
590182,Landing Page Submission,Google,No,No,0,10.0,407,2.5,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,17.0,18.0,Yes
595681,API,Google,No,No,1,3.0,1575,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
596539,API,Google,No,No,0,2.0,247,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
654326,API,Chat,No,No,1,7.0,628,3.5,Email Opened,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,14.0,18.0,No
624817,Landing Page Submission,Direct Traffic,No,No,1,2.0,1166,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
660471,Landing Page Submission,Google,No,No,1,1.0,1013,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,No
653773,API,Google,No,No,0,3.0,253,3.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
591835,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
621601,API,Chat,No,No,0,2.0,319,1.0,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,12.0,16.0,Yes
609752,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
594343,Landing Page Submission,Direct Traffic,No,No,0,2.0,1107,2.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,13.0,16.0,Yes
609858,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
582269,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,14.0,No
608687,Landing Page Submission,Google,No,No,0,6.0,726,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,10.0,16.0,Yes
598777,Landing Page Submission,Google,No,No,0,4.0,27,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
591065,Landing Page Submission,Direct Traffic,No,No,0,1.0,118,1.0,Converted to Lead,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
604134,Lead Add Form,,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
601447,Landing Page Submission,Direct Traffic,No,No,0,2.0,2272,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
628225,API,Organic Search,No,No,0,6.0,211,6.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
643788,API,Google,No,No,0,2.0,360,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
657879,API,Google,No,No,0,3.0,217,3.0,Unreachable,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
628411,API,Google,No,No,0,2.0,114,2.0,Email Opened,,,No,No,No,No,No,No,,,No
628949,Landing Page Submission,Direct Traffic,No,No,1,4.0,692,4.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,,,No
598391,Landing Page Submission,Direct Traffic,No,No,1,5.0,1186,5.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
582094,Lead Add Form,Reference,No,No,1,1.0,78,1.0,Email Opened,Finance Management,Housewife,No,No,No,No,No,No,15.0,20.0,Yes
624649,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
589539,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
640107,Landing Page Submission,Google,No,No,0,4.0,1522,4.0,Email Link Clicked,Business Administration,,No,No,No,No,No,No,14.0,17.0,No
644380,API,Chat,No,No,1,6.0,983,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
608325,Landing Page Submission,Organic Search,No,No,0,5.0,176,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
595511,API,Chat,No,No,0,3.0,1440,1.5,Chat Conversation,Marketing Management,,No,No,No,No,No,No,15.0,15.0,No
585475,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
647654,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
590917,Landing Page Submission,Direct Traffic,No,No,0,5.0,311,2.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
659407,API,Organic Search,No,No,0,3.0,570,3.0,Converted to Lead,,,No,No,No,No,No,No,13.0,15.0,No
653656,API,Organic Search,No,No,0,3.0,144,3.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
591418,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
589238,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
647983,Lead Import,Facebook,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
644288,Landing Page Submission,Direct Traffic,No,No,0,3.0,250,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
591132,Landing Page Submission,Direct Traffic,No,No,0,4.0,359,1.33,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
585600,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
628940,Landing Page Submission,Google,No,No,0,4.0,641,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
635448,Landing Page Submission,Direct Traffic,No,No,1,7.0,243,2.33,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
612233,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
589802,Landing Page Submission,Direct Traffic,No,No,0,2.0,134,2.0,Email Opened,Services Excellence,,No,No,No,No,No,No,14.0,15.0,Yes
655224,Landing Page Submission,Direct Traffic,No,No,0,4.0,432,4.0,SMS Sent,Media and Advertising,,No,No,No,No,No,No,14.0,16.0,Yes
588715,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,144,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,15.0,14.0,Yes
592736,API,Organic Search,No,No,1,6.0,1519,1.5,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
594833,Landing Page Submission,Direct Traffic,No,No,1,3.0,692,3.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
619182,Landing Page Submission,Direct Traffic,No,No,0,3.0,230,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
656715,Lead Add Form,Reference,No,No,1,,43,,,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,19.0,No
614202,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,426,4.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
638283,Landing Page Submission,Organic Search,No,No,0,3.0,291,3.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
581971,Landing Page Submission,Direct Traffic,No,No,0,2.0,2,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
588718,Landing Page Submission,Google,Yes,No,0,4.0,252,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
588212,Landing Page Submission,Direct Traffic,No,No,0,2.0,404,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,14.0,16.0,Yes
609951,API,Google,No,No,0,4.0,219,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
588935,API,Google,No,No,0,2.0,74,2.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
622433,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
593040,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
633876,Landing Page Submission,Organic Search,No,No,0,7.0,945,3.5,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
628594,Landing Page Submission,Organic Search,No,No,0,4.0,95,4.0,Chat Conversation,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
633311,Landing Page Submission,Direct Traffic,No,No,0,4.0,196,4.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,Yes
619558,Landing Page Submission,Direct Traffic,No,No,0,9.0,234,1.8,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
606951,Landing Page Submission,Direct Traffic,No,No,0,7.0,171,2.33,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
642394,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
601982,Landing Page Submission,Direct Traffic,No,No,0,2.0,213,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
617228,Landing Page Submission,Direct Traffic,No,No,1,2.0,203,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
639704,Landing Page Submission,Google,No,No,0,4.0,329,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,19.0,No
594374,Landing Page Submission,Direct Traffic,No,No,1,2.0,861,2.0,Email Opened,Healthcare Management,Housewife,No,No,No,No,No,No,13.0,15.0,Yes
631150,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,186,1.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
586511,API,Organic Search,Yes,No,0,1.0,1323,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
606677,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
620476,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
649474,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
629222,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
657899,API,Organic Search,No,No,0,13.0,594,4.33,Had a Phone Conversation,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
580072,Landing Page Submission,Google,No,No,0,5.0,180,5.0,Chat Conversation,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,No
603189,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
640135,Landing Page Submission,Google,No,No,1,4.0,1046,4.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No
629357,API,Google,No,No,1,5.0,883,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
648481,Landing Page Submission,Direct Traffic,No,No,0,2.0,1502,2.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
597943,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
649329,Landing Page Submission,Direct Traffic,No,No,0,7.0,219,2.33,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
588932,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
655061,API,Google,No,No,1,4.0,913,1.33,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
604224,Landing Page Submission,Organic Search,Yes,No,0,2.0,61,2.0,Email Bounced,Finance Management,,No,No,No,No,No,No,,,Yes
634986,API,Google,No,No,0,4.0,339,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
647285,Landing Page Submission,Organic Search,No,No,0,4.0,423,4.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
630797,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
597968,Landing Page Submission,Direct Traffic,No,No,0,2.0,33,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
636905,API,Google,No,No,0,2.0,71,1.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
599127,API,Organic Search,No,No,0,3.0,197,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
605206,Landing Page Submission,Direct Traffic,No,No,1,5.0,876,5.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,,,Yes
648707,API,Organic Search,No,No,0,4.0,133,4.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
614096,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
587970,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
580745,API,Chat,No,No,1,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
619870,Landing Page Submission,Direct Traffic,No,No,1,2.0,688,2.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
629684,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
624700,Landing Page Submission,Organic Search,No,No,1,5.0,428,5.0,Email Bounced,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
616772,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
626161,Landing Page Submission,Organic Search,No,No,1,14.0,1495,7.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
586595,API,Google,No,No,0,4.0,26,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
